Column1,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Element,Ionic radius
203,Al2O3,239.00,8.67,HCMEC,No,94.38,0.00,P,human,Endothelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
204,Al2O3,239.00,8.67,HCMEC,No,96.63,0.00,P,human,Endothelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
205,Al2O3,239.00,8.67,HCMEC,No,33.22,0.00,P,human,Endothelial,Adult,heart,12.00,LDH,ldh activity assay kit,101.96,2.71,Al,0.68
206,Al2O3,239.00,8.67,HCMEC,No,33.25,0.00,P,human,Endothelial,Adult,heart,12.00,LDH,ldh activity assay kit,101.96,2.71,Al,0.68
207,Al2O3,239.00,8.67,HCMEC,No,35.18,0.00,P,human,Endothelial,Adult,heart,12.00,LDH,ldh activity assay kit,101.96,2.71,Al,0.68
208,Al2O3,239.00,8.67,HCMEC,No,33.34,0.00,P,human,Endothelial,Adult,heart,12.00,LDH,ldh activity assay kit,101.96,2.71,Al,0.68
209,Al2O3,28.00,8.67,CHO-K1,No,99.13,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NR,toluylene red,101.96,2.71,Al,0.68
210,Al2O3,239.00,8.67,HCMEC,No,35.15,0.00,P,human,Endothelial,Adult,heart,12.00,LDH,ldh activity assay kit,101.96,2.71,Al,0.68
211,Al2O3,39.70,8.67,HCMEC,No,96.37,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
212,Al2O3,239.00,8.67,HCMEC,No,83.15,0.00,P,human,Endothelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
213,Al2O3,28.00,8.67,CHO-K1,No,98.79,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,101.96,2.71,Al,0.68
214,Al2O3,39.70,8.67,HCMEC,No,91.80,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
215,Al2O3,39.70,8.67,HCMEC,No,91.80,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
216,Al2O3,39.70,8.67,HCMEC,No,95.74,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
217,Al2O3,39.70,8.67,HCMEC,No,94.43,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
218,Al2O3,39.70,8.67,HCMEC,No,93.77,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
219,Al2O3,39.70,8.67,HCMEC,No,97.69,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
220,Al2O3,39.70,8.67,HCMEC,No,92.46,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
221,Al2O3,39.70,8.67,HCMEC,No,97.38,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
222,Al2O3,39.70,8.67,HCMEC,No,96.37,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
223,Al2O3,39.70,8.67,HCMEC,No,91.75,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
224,Al2O3,39.70,8.67,HCMEC,No,97.03,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
225,Al2O3,39.70,8.67,HCMEC,No,94.72,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
226,Al2O3,39.70,8.67,HCMEC,No,95.38,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
227,Al2O3,39.70,8.67,HCMEC,No,99.67,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
228,Al2O3,39.70,8.67,HCMEC,No,82.30,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
229,Al2O3,39.70,8.67,HCMEC,No,96.07,0.00,P,human,Epithelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
230,Al2O3,28.00,8.67,CHO-K1,No,100.69,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,101.96,2.71,Al,0.68
231,Al2O3,39.70,8.67,HCMEC,No,95.05,0.00,P,human,Epithelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
232,Al2O3,239.00,8.67,HCMEC,No,42.82,0.00,P,human,Endothelial,Adult,heart,12.00,LDH,ldh activity assay kit,101.96,2.71,Al,0.68
233,Al2O3,13.00,8.67,HFL1,No,78.21,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
234,Al2O3,28.00,8.67,CHO-K1,No,99.31,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,101.96,2.71,Al,0.68
235,Al2O3,239.00,8.67,HCMEC,No,92.13,0.00,P,human,Endothelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
236,Al2O3,239.00,8.67,HCMEC,No,96.63,0.00,P,human,Endothelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
237,Al2O3,239.00,8.67,HCMEC,No,96.63,0.00,P,human,Endothelial,Adult,heart,12.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
238,Al2O3,239.00,8.67,HCMEC,No,97.75,0.00,P,human,Endothelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
239,Al2O3,13.00,8.67,HFL1,No,85.48,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
240,Al2O3,13.00,8.67,HFL1,No,88.45,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
241,Al2O3,13.00,8.67,HFL1,No,90.88,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
242,Al2O3,239.00,8.67,HCMEC,No,92.13,0.00,P,human,Endothelial,Adult,heart,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
243,Al2O3,13.00,8.67,HFL1,No,70.95,0.00,L,human,Fibroblast,Fetus,lung,48.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
244,Al2O3,28.00,8.67,CHO-K1,No,79.71,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
245,Al2O3,28.00,8.67,CHO-K1,No,67.68,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
246,Al2O3,28.00,8.67,CHO-K1,No,74.51,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
247,Al2O3,28.00,8.67,CHO-K1,No,81.15,0.00,L,hamster,Epithelial,Adult,ovary,24.00,MTT,TetrazoliumSalt,101.96,2.71,Al,0.68
248,Al2O3,28.00,8.67,CHO-K1,No,75.61,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,101.96,2.71,Al,0.68
249,Al2O3,28.00,8.67,CHO-K1,No,93.08,0.00,L,hamster,Epithelial,Adult,ovary,24.00,NRU,NeutralRed,101.96,2.71,Al,0.68
250,Al2O3,13.00,8.67,RAW 264.7,Yes,54.03,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,24.00,CCK-8,TetrazoliumSalt,101.96,2.71,Al,0.68
251,Al2O3,13.00,8.67,RAW 264.7,Yes,54.32,0.00,L,mouse,Monocyte/Macrophage,Adult,ascites,24.00,CCK-8,TetrazoliumSalt,101.96,2.71,Al,0.68
252,Au,21.70,-7.60,HUVEC,No,96.99,PEG,P,human,Endothelial,Embryonic,umbilical cord,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
253,Au,25.00,24.40,MDA-MB-231,Yes,80.00,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
254,Au,21.70,-7.60,HUVEC,No,94.15,PEG,P,human,Endothelial,Embryonic,umbilical cord,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
255,Au,21.70,-7.60,PC12,Yes,92.25,PEG,L,rat,Irregular,Adult,adrenal gland,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
256,Au,21.70,-7.60,HUVEC,No,85.69,PEG,P,human,Endothelial,Embryonic,umbilical cord,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
257,Au,21.70,-7.60,HUVEC,No,72.00,PEG,P,human,Endothelial,Embryonic,umbilical cord,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
258,Au,21.70,-7.60,HUVEC,No,53.66,PEG,P,human,Endothelial,Embryonic,umbilical cord,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
259,Au,21.70,-7.60,PC12,Yes,94.15,PEG,L,rat,Irregular,Adult,adrenal gland,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
260,Au,21.70,-7.60,PC12,Yes,96.37,PEG,L,rat,Irregular,Adult,adrenal gland,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
261,Au,21.70,-7.60,PC12,Yes,95.30,PEG,L,rat,Irregular,Adult,adrenal gland,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
262,Au,21.70,-7.60,PC12,Yes,84.10,PEG,L,rat,Irregular,Adult,adrenal gland,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
263,Au,21.70,-7.60,PC12,Yes,77.54,PEG,L,rat,Irregular,Adult,adrenal gland,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
264,Au,25.00,24.40,MDA-MB-231,Yes,62.41,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
265,Au,21.70,-7.60,PC12,Yes,96.72,PEG,L,rat,Irregular,Adult,adrenal gland,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
266,Au,25.00,24.40,MDA-MB-231,Yes,66.21,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
267,Au,25.00,24.40,MDA-MB-231,Yes,77.59,0.00,L,human,Epithelial,Adult,breast,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
268,Au,21.70,-7.60,C17.2,No,93.27,PEG,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
269,Au,21.70,-7.60,C17.2,No,95.39,PEG,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
270,Au,21.70,-7.60,C17.2,No,71.34,PEG,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
271,Au,21.70,-7.60,C17.2,No,82.24,PEG,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
272,Au,21.70,-7.60,C17.2,No,88.17,PEG,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
273,Au,21.70,-7.60,C17.2,No,91.45,PEG,L,mouse,Neuronal,Adult,brain,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
274,Au,21.70,-7.60,HUVEC,No,91.94,PEG,P,human,Endothelial,Embryonic,umbilical cord,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
275,Au,90.00,24.40,NHDF,No,81.46,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
276,Au,215.00,24.40,MG-63,Yes,90.36,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
277,Au,90.00,24.40,NHDF,No,99.14,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
278,Au,90.00,24.40,NHDF,No,85.91,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
279,Au,90.00,24.40,NHDF,No,71.20,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
280,Au,18.00,24.40,MG-63,Yes,66.24,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
281,Au,18.00,24.40,MG-63,Yes,64.85,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
282,Au,18.00,24.40,MG-63,Yes,88.20,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
283,Au,50.00,24.40,NHDF,No,7.11,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
284,Au,50.00,24.40,NHDF,No,68.40,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
285,Au,50.00,24.40,NHDF,No,77.28,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
286,Au,50.00,24.40,NHDF,No,83.12,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
287,Au,50.00,24.40,NHDF,No,97.46,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
288,Au,6.00,24.40,HEK-293,No,81.48,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
289,Au,6.00,24.40,HEK-293,No,89.92,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
290,Au,6.00,24.40,HEK-293,No,93.53,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
291,Au,6.00,24.40,HEK-293,No,94.30,0.00,L,human,Epithelial,Embryonic,kidney,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
292,Au,6.30,24.40,hFOB1.19,No,100.29,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
293,Au,6.30,24.40,hFOB1.19,No,99.42,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
294,Au,6.30,24.40,hFOB1.19,No,100.29,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
295,Au,6.30,24.40,hFOB1.19,No,98.71,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
296,Au,18.00,24.40,MG-63,Yes,94.42,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
297,Au,18.00,24.40,MG-63,Yes,92.89,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
298,Au,30.00,24.40,NHDF,No,80.58,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
299,Au,30.00,24.40,NHDF,No,67.39,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
300,Au,215.00,24.40,MG-63,Yes,88.20,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
301,Au,30.00,24.40,NHDF,No,96.19,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
302,Au,30.00,24.40,NHDF,No,5.71,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
303,Au,90.00,24.40,NHDF,No,13.23,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
304,Au,90.00,24.40,NHDF,No,68.36,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
305,Au,6.30,24.40,143B,Yes,102.45,0.00,L,human,Mixed,Adult,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
306,Au,90.00,24.40,NHDF,No,84.92,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
307,Au,90.00,24.40,NHDF,No,97.78,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
308,Au,50.00,24.40,NHDF,No,7.11,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
309,Au,50.00,24.40,NHDF,No,66.12,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
310,Au,50.00,24.40,NHDF,No,77.03,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
311,Au,50.00,24.40,NHDF,No,82.49,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
312,Au,50.00,24.40,NHDF,No,96.70,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
313,Au,30.00,24.40,NHDF,No,5.46,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
314,Au,30.00,24.40,NHDF,No,65.61,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
315,Au,30.00,24.40,NHDF,No,74.11,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
316,Au,30.00,24.40,NHDF,No,80.58,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
317,Au,90.00,24.40,NHDF,No,13.23,0.00,L,human,Fibroblast,Adult,skin,48.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
318,Au,6.00,24.40,MCF-7,Yes,86.15,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
319,Au,6.00,24.40,MCF-7,Yes,32.09,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
320,Au,6.30,24.40,hFOB1.19,No,99.74,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
321,Au,215.00,24.40,hFOB1.19,No,40.81,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
322,Au,6.30,24.40,hFOB1.19,No,97.26,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
323,Au,6.00,24.40,HeLa,Yes,96.19,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
324,Au,6.00,24.40,A549,Yes,30.26,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
325,Au,215.00,24.40,hFOB1.19,No,44.33,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
326,Au,6.30,24.40,hFOB1.19,No,99.09,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
327,Au,6.30,24.40,143B,Yes,101.36,0.00,L,human,Mixed,Adult,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
328,Au,6.00,24.40,A549,Yes,78.22,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
329,Au,6.00,24.40,A549,Yes,68.80,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
330,Au,6.00,24.40,A549,Yes,52.14,0.00,L,human,Epithelial,Adult,lung,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
331,Au,6.00,24.40,MCF-7,Yes,43.92,0.00,L,human,Epithelial,Adult,breast,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
332,Au,25.00,24.40,A549,Yes,96.78,0.00,L,human,Epithelial,Adult,lung,4.00,CCK-8,TetrazoliumSalt,196.97,2.54,Au,1.07
333,Au,25.00,24.40,A549,Yes,69.44,0.00,L,human,Epithelial,Adult,lung,4.00,CCK-8,TetrazoliumSalt,196.97,2.54,Au,1.07
334,Au,25.00,24.40,A549,Yes,21.72,0.00,L,human,Epithelial,Adult,lung,4.00,CCK-8,TetrazoliumSalt,196.97,2.54,Au,1.07
335,Au,25.00,24.40,A549,Yes,15.01,0.00,L,human,Epithelial,Adult,lung,4.00,CCK-8,TetrazoliumSalt,196.97,2.54,Au,1.07
336,Au,25.00,24.40,A549,Yes,7.77,0.00,L,human,Epithelial,Adult,lung,4.00,CCK-8,TetrazoliumSalt,196.97,2.54,Au,1.07
337,Au,25.00,24.40,A549,Yes,6.97,0.00,L,human,Epithelial,Adult,lung,4.00,CCK-8,TetrazoliumSalt,196.97,2.54,Au,1.07
338,Au,6.00,24.40,HeLa,Yes,47.09,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
339,Au,6.00,24.40,HeLa,Yes,37.25,0.00,L,human,Epithelial,Adult,cervix,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
340,Au,18.00,24.40,hFOB1.19,No,75.88,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
341,Au,18.00,24.40,hFOB1.19,No,79.27,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
342,Au,18.00,24.40,hFOB1.19,No,82.01,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
343,Au,18.00,24.40,hFOB1.19,No,84.88,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
344,Au,215.00,24.40,hFOB1.19,No,76.69,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
345,Au,215.00,24.40,hFOB1.19,No,77.41,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
346,Au,215.00,24.40,hFOB1.19,No,84.75,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
347,Au,215.00,24.40,hFOB1.19,No,98.99,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
348,Au,18.00,24.40,hFOB1.19,No,72.81,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
349,Au,18.00,24.40,hFOB1.19,No,96.55,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
350,Au,18.00,24.40,hFOB1.19,No,100.58,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
351,Au,18.00,24.40,hFOB1.19,No,72.49,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
352,Au,215.00,24.40,MG-63,Yes,26.42,0.00,L,human,Fibroblast,Adult,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
353,Au,215.00,24.40,hFOB1.19,No,91.27,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
354,Au,215.00,24.40,hFOB1.19,No,66.62,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
355,Au,6.30,24.40,hFOB1.19,No,97.52,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
356,Au,215.00,24.40,hFOB1.19,No,41.73,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
357,Au,6.30,24.40,hFOB1.19,No,100.00,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
358,Au,6.30,24.40,MG-63,Yes,99.11,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
359,Au,6.30,24.40,MG-63,Yes,99.11,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
360,Au,6.30,24.40,MG-63,Yes,99.11,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
361,Au,6.30,24.40,hFOB1.19,No,96.61,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
362,Au,18.00,24.40,hFOB1.19,No,98.71,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
363,Au,18.00,24.40,hFOB1.19,No,100.29,0.00,L,human,Osteoblast,Fetus,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
364,Au,215.00,24.40,hFOB1.19,No,90.35,0.00,L,human,Osteoblast,Fetus,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
365,Au,6.30,24.40,143B,Yes,102.99,0.00,L,human,Mixed,Adult,bone,24.00,NRU,NeutralRed,196.97,2.54,Au,1.07
366,Au,215.00,24.40,143B,Yes,14.76,0.00,L,human,Mixed,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
367,Au,215.00,24.40,MG-63,Yes,83.50,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
368,Au,90.00,24.40,NHDF,No,81.46,0.00,L,human,Fibroblast,Adult,skin,72.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
369,Au,215.00,24.40,MG-63,Yes,13.33,0.00,L,human,Fibroblast,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
370,Au,215.00,24.40,143B,Yes,16.38,0.00,L,human,Mixed,Adult,bone,24.00,MTT,TetrazoliumSalt,196.97,2.54,Au,1.07
